image_id,storm_id,relative_time,ocean
gme_362,gme,783000,1
gme_363,gme,784800,1
gme_364,gme,788402,1
gme_365,gme,790201,1
gme_366,gme,792001,1
gme_367,gme,793802,1
gme_368,gme,795601,1
gme_369,gme,799201,1
gme_370,gme,801001,1
gme_371,gme,802802,1
gme_372,gme,804601,1
gme_373,gme,806401,1
gme_374,gme,810001,1
gme_375,gme,811802,1
gme_376,gme,813601,1
gme_377,gme,815401,1
gme_378,gme,817202,1
gme_379,gme,820801,1
gme_380,gme,822601,1
gme_381,gme,824401,1
gme_382,gme,826202,1
gme_383,gme,828001,1
gme_384,gme,831600,1
gme_385,gme,833400,1
gme_386,gme,835200,1
gme_387,gme,836999,1
gme_388,gme,838800,1
gme_389,gme,842399,1
gme_390,gme,844200,1
gme_391,gme,846002,1
gme_392,gme,847801,1
gme_393,gme,849601,1
gme_394,gme,853200,1
gme_395,gme,855000,1
gme_396,gme,856800,1
gme_397,gme,858600,1
gme_398,gme,860400,1
gme_399,gme,864002,1
gme_400,gme,865801,1
gme_401,gme,867601,1
gme_402,gme,869400,1
gme_403,gme,871199,1
gme_404,gme,874802,1
gme_405,gme,876601,1
gme_406,gme,878401,1
gme_407,gme,880201,1
gme_408,gme,882001,1
gmt_000,gmt,0,2
gmt_001,gmt,1800,2
gmt_002,gmt,3600,2
gmt_003,gmt,5401,2
gmt_004,gmt,7200,2
gmt_005,gmt,10800,2
gmt_006,gmt,12600,2
gmt_007,gmt,16201,2
gmt_008,gmt,21599,2
gmt_009,gmt,23399,2
gmt_010,gmt,25199,2
gmt_011,gmt,26999,2
gmt_012,gmt,28799,2
gmt_013,gmt,32400,2
gmt_014,gmt,34199,2
gmt_015,gmt,35998,2
gmt_016,gmt,37799,2
gmt_017,gmt,39599,2
gmt_018,gmt,43199,2
gmt_019,gmt,44999,2
gmt_020,gmt,46799,2
gmt_021,gmt,48599,2
gmt_022,gmt,50399,2
gmt_023,gmt,53999,2
gmt_024,gmt,55798,2
gmt_025,gmt,57599,2
gmt_026,gmt,59399,2
gmt_027,gmt,61200,2
gmt_028,gmt,64801,2
gmt_029,gmt,66600,2
gmt_030,gmt,68400,2
gmt_031,gmt,70201,2
gmt_032,gmt,72000,2
gmt_033,gmt,75600,2
gmt_034,gmt,77400,2
gmt_035,gmt,79200,2
gmt_036,gmt,81000,2
gmt_037,gmt,82800,2
gmt_038,gmt,86400,2
gmt_039,gmt,88200,2
gmt_040,gmt,90000,2
gmt_041,gmt,91800,2
gmt_042,gmt,93600,2
gmt_043,gmt,97200,2
gmt_044,gmt,99000,2
gmt_045,gmt,102601,2
gmt_046,gmt,107999,2
gmt_047,gmt,109798,2
gmt_048,gmt,111599,2
gmt_049,gmt,113399,2
gmt_050,gmt,115198,2
gmt_051,gmt,118799,2
gmt_052,gmt,120599,2
gmt_053,gmt,122399,2
gmt_054,gmt,124199,2
gmt_055,gmt,125999,2
gmt_056,gmt,129599,2
gmt_057,gmt,131399,2
gmt_058,gmt,133199,2
gmt_059,gmt,134998,2
gmt_060,gmt,136799,2
gmt_061,gmt,140399,2
gmt_062,gmt,142199,2
gmt_063,gmt,143999,2
gmt_064,gmt,145799,2
gmt_065,gmt,147600,2
gmt_066,gmt,151201,2
gmt_067,gmt,153000,2
gmt_068,gmt,154800,2
gmt_069,gmt,156600,2
gmt_070,gmt,158401,2
gmt_071,gmt,162000,2
gmt_072,gmt,163801,2
gmt_073,gmt,165600,2
gmt_074,gmt,167400,2
gmt_075,gmt,169200,2
gmt_076,gmt,172800,2
gmt_077,gmt,174600,2
gmt_078,gmt,176400,2
gmt_079,gmt,178201,2
gmt_080,gmt,180000,2
gmt_081,gmt,248400,2
gmt_082,gmt,250200,2
gmt_083,gmt,252000,2
gmt_084,gmt,253800,2
gmt_085,gmt,255600,2
gmt_086,gmt,259200,2
gmt_087,gmt,261000,2
gmt_088,gmt,262800,2
gmt_089,gmt,264600,2
gmt_090,gmt,266400,2
grt_000,grt,0,1
grt_001,grt,1800,1
grt_002,grt,3600,1
grt_003,grt,7200,1
grt_004,grt,9000,1
grt_005,grt,10801,1
grt_006,grt,12600,1
grt_007,grt,14401,1
grt_008,grt,17999,1
grt_009,grt,19799,1
grt_010,grt,21599,1
grt_011,grt,23400,1
grt_012,grt,25199,1
grt_013,grt,28799,1
grt_014,grt,30599,1
grt_015,grt,32399,1
grt_016,grt,34199,1
grt_017,grt,35998,1
grt_018,grt,39601,1
grt_019,grt,41399,1
grt_020,grt,43199,1
grt_021,grt,44998,1
grt_022,grt,46799,1
grt_023,grt,50399,1
grt_024,grt,52199,1
grt_025,grt,53999,1
grt_026,grt,55799,1
grt_027,grt,57601,1
grt_028,grt,61200,1
grt_029,grt,63001,1
grt_030,grt,64800,1
grt_031,grt,66600,1
grt_032,grt,68401,1
grt_033,grt,72001,1
grt_034,grt,73800,1
grt_035,grt,75600,1
grt_036,grt,77401,1
grt_037,grt,79200,1
grt_038,grt,82800,1
grt_039,grt,84600,1
grt_040,grt,86401,1
grt_041,grt,88200,1
grt_042,grt,90000,1
grt_043,grt,93602,1
grt_044,grt,95401,1
grt_045,grt,97200,1
grt_046,grt,99000,1
grt_047,grt,100801,1
grt_048,grt,104399,1
grt_049,grt,106198,1
grt_050,grt,107999,1
grt_051,grt,109801,1
grt_052,grt,111598,1
grt_053,grt,115199,1
grt_054,grt,116999,1
grt_055,grt,118799,1
grt_056,grt,120599,1
grt_057,grt,122399,1
grt_058,grt,125998,1
grt_059,grt,127799,1
grt_060,grt,129601,1
grt_061,grt,131399,1
grt_062,grt,133199,1
grt_063,grt,136799,1
grt_064,grt,138599,1
grt_065,grt,140399,1
grt_066,grt,143999,1
grt_067,grt,147600,1
grt_068,grt,149401,1
grt_069,grt,151200,1
grt_070,grt,153001,1
grt_071,grt,154800,1
grt_072,grt,158401,1
grt_073,grt,160200,1
grt_074,grt,162001,1
grt_075,grt,163800,1
grt_076,grt,165600,1
grt_077,grt,169200,1
grt_078,grt,171000,1
grt_079,grt,172800,1
grt_080,grt,174600,1
grt_081,grt,176401,1
grt_082,grt,180000,1
grt_083,grt,181801,1
grt_084,grt,183600,1
grt_085,grt,185401,1
grt_086,grt,187200,1
grt_087,grt,190799,1
grt_088,grt,192599,1
grt_089,grt,194399,1
grt_090,grt,196199,1
grt_091,grt,197999,1
grt_092,grt,201598,1
grt_093,grt,203400,1
grt_094,grt,205199,1
grt_095,grt,206999,1
grt_096,grt,208799,1
grt_097,grt,212399,1
grt_098,grt,214199,1
grt_099,grt,215998,1
grt_100,grt,217801,1
grt_101,grt,219600,1
grt_102,grt,223199,1
grt_103,grt,224999,1
grt_104,grt,226799,1
grt_105,grt,228599,1
grt_106,grt,230398,1
grt_107,grt,234002,1
grt_108,grt,235800,1
grt_109,grt,237600,1
grt_110,grt,239401,1
grt_111,grt,241200,1
grt_112,grt,244800,1
grt_113,grt,246600,1
grt_114,grt,248401,1
grt_115,grt,250200,1
grt_116,grt,252000,1
grt_117,grt,255600,1
grt_118,grt,257401,1
grt_119,grt,259200,1
grt_120,grt,261000,1
grt_121,grt,262801,1
grt_122,grt,266401,1
grt_123,grt,268200,1
grt_124,grt,270000,1
grt_125,grt,273600,1
grt_126,grt,277199,1
grt_127,grt,278999,1
grt_128,grt,280799,1
grt_129,grt,282598,1
grt_130,grt,284399,1
grt_131,grt,287999,1
grt_132,grt,289800,1
grt_133,grt,291599,1
grt_134,grt,293399,1
grt_135,grt,295199,1
grt_136,grt,298799,1
grt_137,grt,300599,1
grt_138,grt,302399,1
grt_139,grt,304199,1
grt_140,grt,306001,1
grt_141,grt,309599,1
grt_142,grt,311398,1
grt_143,grt,313199,1
grt_144,grt,314999,1
grt_145,grt,316799,1
grt_146,grt,320401,1
grt_147,grt,322200,1
grt_148,grt,324001,1
grt_149,grt,325800,1
grt_150,grt,327600,1
grt_151,grt,331200,1
grt_152,grt,333000,1
grt_153,grt,334800,1
grt_154,grt,336600,1
grt_155,grt,338401,1
grt_156,grt,342002,1
grt_157,grt,343801,1
grt_158,grt,345600,1
grt_159,grt,347401,1
grt_160,grt,349200,1
grt_161,grt,352801,1
grt_162,grt,354600,1
grt_163,grt,356400,1
grt_164,grt,358200,1
grt_165,grt,360000,1
grt_166,grt,363598,1
grt_167,grt,365399,1
grt_168,grt,367199,1
grt_169,grt,368999,1
grt_170,grt,370799,1
grt_171,grt,374399,1
grt_172,grt,376201,1
grt_173,grt,377999,1
grt_174,grt,379800,1
grt_175,grt,381599,1
grt_176,grt,385199,1
grt_177,grt,386999,1
grt_178,grt,388799,1
grt_179,grt,390599,1
grt_180,grt,392398,1
grt_181,grt,395999,1
grt_182,grt,397799,1
grt_183,grt,399599,1
grt_184,grt,401399,1
grt_185,grt,403199,1
grt_186,grt,406800,1
grt_187,grt,408600,1
grt_188,grt,410401,1
grt_189,grt,412200,1
grt_190,grt,414001,1
grt_191,grt,417600,1
grt_192,grt,419401,1
grt_193,grt,421200,1
grt_194,grt,423000,1
grt_195,grt,424801,1
grt_196,grt,428401,1
grt_197,grt,430200,1
grt_198,grt,432000,1
grt_199,grt,433801,1
grt_200,grt,435600,1
grt_201,grt,439200,1
grt_202,grt,441000,1
grt_203,grt,442801,1
grt_204,grt,444600,1
grt_205,grt,446400,1
grt_206,grt,449999,1
grt_207,grt,451799,1
grt_208,grt,453598,1
grt_209,grt,455399,1
grt_210,grt,457199,1
grt_211,grt,460799,1
grt_212,grt,462599,1
grt_213,grt,464399,1
grt_214,grt,466201,1
grt_215,grt,467998,1
grt_216,grt,471599,1
grt_217,grt,473399,1
grt_218,grt,475199,1
grt_219,grt,476999,1
grt_220,grt,478799,1
grt_221,grt,482398,1
grt_222,grt,484201,1
grt_223,grt,486000,1
grt_224,grt,487799,1
grt_225,grt,489599,1
grt_226,grt,493200,1
grt_227,grt,495000,1
grt_228,grt,496800,1
grt_229,grt,498600,1
grt_230,grt,500402,1
grt_231,grt,504000,1
grt_232,grt,505799,1
grt_233,grt,507599,1
grt_234,grt,509401,1
grt_235,grt,511200,1
grt_236,grt,514801,1
grt_237,grt,516600,1
grt_238,grt,518402,1
grt_239,grt,520200,1
grt_240,grt,522000,1
grt_241,grt,525600,1
grt_242,grt,527400,1
grt_243,grt,529201,1
grt_244,grt,531000,1
grt_245,grt,532801,1
grt_246,grt,536399,1
grt_247,grt,538200,1
grt_248,grt,539999,1
grt_249,grt,541799,1
grt_250,grt,543599,1
grt_251,grt,547199,1
grt_252,grt,548998,1
grt_253,grt,550799,1
grt_254,grt,552599,1
grt_255,grt,554399,1
grt_256,grt,557999,1
grt_257,grt,559799,1
grt_258,grt,561599,1
grt_259,grt,563398,1
grt_260,grt,565199,1
grt_261,grt,568799,1
grt_262,grt,570599,1
grt_263,grt,572401,1
grt_264,grt,574199,1
grt_265,grt,575999,1
grt_266,grt,579600,1
grt_267,grt,581401,1
grt_268,grt,583200,1
grt_269,grt,585000,1
grt_270,grt,586801,1
grt_271,grt,590401,1
grt_272,grt,592200,1
grt_273,grt,594000,1
grt_274,grt,595799,1
grt_275,grt,597600,1
grt_276,grt,601200,1
grt_277,grt,603000,1
grt_278,grt,604801,1
grt_279,grt,606600,1
grt_280,grt,608400,1
grt_281,grt,612000,1
grt_282,grt,613801,1
grt_283,grt,615600,1
grt_284,grt,617400,1
grt_285,grt,619201,1
grt_286,grt,622799,1
grt_287,grt,624598,1
grt_288,grt,626401,1
grt_289,grt,628200,1
grt_290,grt,629999,1
grt_291,grt,633599,1
grt_292,grt,635399,1
grt_293,grt,637199,1
grt_294,grt,638999,1
grt_295,grt,640799,1
grt_296,grt,644399,1
grt_297,grt,646200,1
grt_298,grt,647999,1
grt_299,grt,649799,1
grt_300,grt,651599,1
grt_301,grt,655199,1
grt_302,grt,656999,1
grt_303,grt,658798,1
grt_304,grt,660599,1
grt_305,grt,662400,1
grt_306,grt,666000,1
grt_307,grt,667801,1
grt_308,grt,669600,1
grt_309,grt,671401,1
grt_310,grt,673200,1
gst_000,gst,0,2
gst_001,gst,1800,2
gst_002,gst,3600,2
gst_003,gst,5399,2
gst_004,gst,7200,2
gst_005,gst,10800,2
gst_006,gst,12600,2
gst_007,gst,14400,2
gst_008,gst,16200,2
gst_009,gst,18001,2
gst_010,gst,21602,2
gst_011,gst,23401,2
gst_012,gst,25201,2
gst_013,gst,27001,2
gst_014,gst,28802,2
gst_015,gst,32401,2
gst_016,gst,34201,2
gst_017,gst,36001,2
gst_018,gst,37801,2
gst_019,gst,39601,2
gst_020,gst,43201,2
gst_021,gst,45001,2
gst_022,gst,46801,2
gst_023,gst,48602,2
gst_024,gst,50401,2
gst_025,gst,54001,2
gst_026,gst,55801,2
gst_027,gst,57601,2
gst_028,gst,59401,2
gst_029,gst,61200,2
gst_030,gst,64800,2
gst_031,gst,66600,2
gst_032,gst,68400,2
gst_033,gst,70200,2
gst_034,gst,72000,2
gst_035,gst,75600,2
gst_036,gst,77400,2
gst_037,gst,79199,2
gst_038,gst,81000,2
gst_039,gst,82800,2
gst_040,gst,86400,2
gst_041,gst,88200,2
gst_042,gst,90000,2
gst_043,gst,91800,2
gst_044,gst,93600,2
gst_045,gst,97200,2
gst_046,gst,98999,2
gst_047,gst,100800,2
gst_048,gst,102600,2
gst_049,gst,104401,2
gst_050,gst,108001,2
gst_051,gst,109801,2
gst_052,gst,111601,2
gst_053,gst,113402,2
gst_054,gst,115201,2
gst_055,gst,118801,2
gst_056,gst,120601,2
gst_057,gst,122401,2
gst_058,gst,124201,2
gst_059,gst,126001,2
gst_060,gst,129601,2
gst_061,gst,131401,2
gst_062,gst,133202,2
gst_063,gst,135001,2
gst_064,gst,136801,2
gst_065,gst,140401,2
gst_066,gst,174600,2
gst_067,gst,176400,2
gst_068,gst,178200,2
gst_069,gst,180000,2
gst_070,gst,183599,2
gst_071,gst,185400,2
gst_072,gst,187200,2
gst_073,gst,189000,2
gst_074,gst,190801,2
gst_075,gst,194401,2
gst_076,gst,196201,2
gst_077,gst,198002,2
gst_078,gst,199801,2
gst_079,gst,201601,2
gst_080,gst,205201,2
gst_081,gst,207001,2
gst_082,gst,208801,2
gst_083,gst,210601,2
gst_084,gst,212402,2
gst_085,gst,216001,2
gst_086,gst,217801,2
gst_087,gst,219601,2
gst_088,gst,221401,2
gst_089,gst,223201,2
gst_090,gst,226803,2
gst_091,gst,259200,2
gst_092,gst,261000,2
gst_093,gst,262800,2
gst_094,gst,264600,2
gst_095,gst,266400,2
gst_096,gst,270000,2
gst_097,gst,271800,2
gst_098,gst,273600,2
gst_099,gst,275400,2
gst_100,gst,277202,2
gst_101,gst,280803,2
gst_102,gst,282601,2
gst_103,gst,284401,2
gst_104,gst,286201,2
gst_105,gst,288001,2
gst_106,gst,291601,2
gst_107,gst,293401,2
gst_108,gst,295201,2
gst_109,gst,297002,2
gst_110,gst,298801,2
gst_111,gst,302401,2
gst_112,gst,304201,2
gst_113,gst,306001,2
gst_114,gst,307801,2
gst_115,gst,309601,2
gst_116,gst,313201,2
gst_117,gst,345600,2
gst_118,gst,347399,2
gst_119,gst,349200,2
gst_120,gst,351000,2
gst_121,gst,352800,2
gst_122,gst,356400,2
gst_123,gst,358200,2
gst_124,gst,360000,2
gst_125,gst,361800,2
gst_126,gst,363601,2
gst_127,gst,367201,2
gst_128,gst,369001,2
gst_129,gst,370801,2
gst_130,gst,372601,2
gst_131,gst,374401,2
gst_132,gst,378001,2
gst_133,gst,379801,2
gst_134,gst,381601,2
gst_135,gst,383401,2
gst_136,gst,385201,2
gst_137,gst,388801,2
gst_138,gst,390601,2
gst_139,gst,392401,2
gst_140,gst,394201,2
gst_141,gst,396002,2
gst_142,gst,399601,2
gst_143,gst,428400,2
gst_144,gst,432000,2
gst_145,gst,433800,2
gst_146,gst,435600,2
gst_147,gst,437400,2
gst_148,gst,439200,2
gst_149,gst,442800,2
gst_150,gst,444600,2
gst_151,gst,446399,2
gst_152,gst,448200,2
gst_153,gst,450001,2
gst_154,gst,453603,2
gst_155,gst,455401,2
gst_156,gst,457201,2
gst_157,gst,459001,2
gst_158,gst,460802,2
gst_159,gst,464401,2
gst_160,gst,466201,2
gst_161,gst,468001,2
gst_162,gst,469801,2
gst_163,gst,471601,2
gst_164,gst,475201,2
gst_165,gst,477001,2
gst_166,gst,478801,2
gst_167,gst,480602,2
gst_168,gst,482401,2
gst_169,gst,486001,2
gtn_000,gtn,0,2
gtn_001,gtn,3600,2
gtn_002,gtn,7200,2
gtn_003,gtn,10800,2
gtn_004,gtn,14400,2
gtn_005,gtn,18000,2
gtn_006,gtn,21600,2
gtn_007,gtn,25200,2
gtn_008,gtn,28800,2
gtn_009,gtn,32400,2
gtn_010,gtn,36000,2
gtn_011,gtn,39600,2
gtn_012,gtn,43200,2
gtn_013,gtn,46800,2
gtn_014,gtn,50400,2
gtn_015,gtn,54000,2
gtn_016,gtn,57600,2
gtn_017,gtn,61200,2
gtn_018,gtn,64800,2
gtn_019,gtn,68400,2
gtn_020,gtn,72000,2
gtn_021,gtn,75600,2
gtn_022,gtn,79200,2
gtn_023,gtn,82800,2
gtn_024,gtn,86401,2
gtn_025,gtn,90001,2
gtn_026,gtn,93601,2
gtn_027,gtn,97201,2
gtn_028,gtn,100801,2
gtn_029,gtn,104401,2
gtn_030,gtn,108001,2
gtn_031,gtn,111601,2
gtn_032,gtn,115201,2
gtn_033,gtn,118801,2
gtn_034,gtn,122401,2
gtn_035,gtn,126001,2
gtn_036,gtn,129601,2
gtn_037,gtn,133201,2
gtn_038,gtn,136801,2
gtn_039,gtn,140401,2
gtn_040,gtn,144001,2
gtn_041,gtn,147601,2
gtn_042,gtn,151201,2
gtn_043,gtn,154801,2
gtn_044,gtn,158401,2
gtn_045,gtn,162001,2
gtn_046,gtn,165601,2
gtn_047,gtn,169201,2
gtn_048,gtn,172801,2
gtn_049,gtn,176401,2
gtn_050,gtn,180001,2
gtn_051,gtn,183601,2
gtn_052,gtn,187201,2
gtn_053,gtn,190801,2
gtn_054,gtn,194401,2
gtn_055,gtn,198001,2
gtn_056,gtn,201601,2
gtn_057,gtn,205202,2
gtn_058,gtn,208790,2
gtn_059,gtn,212390,2
gtn_060,gtn,215990,2
gtn_061,gtn,219590,2
gtn_062,gtn,223190,2
gtn_063,gtn,226790,2
gtn_064,gtn,230390,2
gtn_065,gtn,233990,2
gtn_066,gtn,237590,2
gtn_067,gtn,241190,2
gtn_068,gtn,244790,2
gtn_069,gtn,248390,2
gtn_070,gtn,251990,2
gtn_071,gtn,255590,2
gtn_072,gtn,259190,2
gtn_073,gtn,262790,2
gtn_074,gtn,266390,2
gtn_075,gtn,269990,2
gtn_076,gtn,273590,2
gtn_077,gtn,277190,2
gtn_078,gtn,280790,2
gtn_079,gtn,284390,2
gtn_080,gtn,287990,2
gtn_081,gtn,291590,2
gtn_082,gtn,295790,2
gtn_083,gtn,298789,2
gtn_084,gtn,302389,2
gtn_085,gtn,305989,2
gtn_086,gtn,309589,2
gtn_087,gtn,313189,2
gtn_088,gtn,316789,2
gtn_089,gtn,320389,2
gtn_090,gtn,323989,2
gtn_091,gtn,327589,2
gtn_092,gtn,331189,2
gtn_093,gtn,334789,2
gtn_094,gtn,338389,2
gtn_095,gtn,341990,2
gtn_096,gtn,345590,2
gtn_097,gtn,349190,2
gtn_098,gtn,352790,2
gtn_099,gtn,356390,2
gtn_100,gtn,359990,2
gtn_101,gtn,363590,2
gtn_102,gtn,367190,2
gtn_103,gtn,370790,2
gtn_104,gtn,374390,2
gtn_105,gtn,377990,2
gtn_106,gtn,381590,2
gtn_107,gtn,385189,2
gtn_108,gtn,388789,2
gtn_109,gtn,392389,2
gtn_110,gtn,395989,2
gtn_111,gtn,399589,2
gtn_112,gtn,403189,2
gtn_113,gtn,406789,2
gtn_114,gtn,410389,2
gtn_115,gtn,413989,2
gtn_116,gtn,417589,2
gtn_117,gtn,421189,2
gtn_118,gtn,424789,2
gtn_119,gtn,428390,2
gtn_120,gtn,431990,2
gtn_121,gtn,435589,2
gtn_122,gtn,439190,2
gtn_123,gtn,442789,2
gtn_124,gtn,446389,2
gtn_125,gtn,449989,2
gtn_126,gtn,453589,2
gtn_127,gtn,457189,2
gtn_128,gtn,460789,2
gtn_129,gtn,464389,2
gtn_130,gtn,467989,2
gtn_131,gtn,471589,2
gtn_132,gtn,475189,2
gtn_133,gtn,478789,2
gtn_134,gtn,482389,2
gtn_135,gtn,485989,2
gtn_136,gtn,489589,2
gtn_137,gtn,493189,2
gtn_138,gtn,496789,2
gtn_139,gtn,500389,2
gtn_140,gtn,503989,2
gtn_141,gtn,507589,2
gtn_142,gtn,511189,2
gtn_143,gtn,514789,2
gtn_144,gtn,518389,2
gtn_145,gtn,521989,2
gtn_146,gtn,525589,2
gtn_147,gtn,529189,2
gtn_148,gtn,532789,2
gtn_149,gtn,536389,2
gtn_150,gtn,539989,2
gtn_151,gtn,543590,2
gtn_152,gtn,547190,2
gtn_153,gtn,550790,2
gtn_154,gtn,554390,2
gtn_155,gtn,559189,2
gtn_156,gtn,561589,2
gtn_157,gtn,565189,2
gtn_158,gtn,568789,2
gtn_159,gtn,572390,2
gtn_160,gtn,575990,2
gtn_161,gtn,579590,2
gtn_162,gtn,583190,2
gux_000,gux,0,2
gux_001,gux,1799,2
gux_002,gux,3602,2
gux_003,gux,5400,2
gux_004,gux,7200,2
gux_005,gux,10799,2
gux_006,gux,12600,2
gux_007,gux,14400,2
gux_008,gux,16199,2
gux_009,gux,18001,2
gux_010,gux,21601,2
gux_011,gux,23401,2
gux_012,gux,25202,2
gux_013,gux,27001,2
gux_014,gux,28801,2
gux_015,gux,32401,2
gux_016,gux,34201,2
gux_017,gux,36001,2
gux_018,gux,37801,2
gux_019,gux,39602,2
gux_020,gux,43201,2
gux_021,gux,45001,2
gux_022,gux,46801,2
gux_023,gux,48601,2
gux_024,gux,50401,2
gux_025,gux,54004,2
gux_026,gux,55801,2
gux_027,gux,57601,2
gux_028,gux,59401,2
gux_029,gux,61200,2
gux_030,gux,64800,2
gux_031,gux,66600,2
gux_032,gux,68400,2
gux_033,gux,70200,2
gux_034,gux,72000,2
gux_035,gux,75600,2
gux_036,gux,77400,2
gux_037,gux,79200,2
gux_038,gux,81000,2
gux_039,gux,82800,2
gux_040,gux,86400,2
gux_041,gux,88200,2
gux_042,gux,89999,2
gux_043,gux,91800,2
gux_044,gux,93600,2
gux_045,gux,97200,2
gux_046,gux,99000,2
gux_047,gux,100800,2
gux_048,gux,102600,2
gux_049,gux,104401,2
gux_050,gux,108001,2
gux_051,gux,129601,2
gux_052,gux,131401,2
gux_053,gux,133200,2
gux_054,gux,135001,2
gux_055,gux,136801,2
gux_056,gux,140401,2
gux_057,gux,142203,2
gux_058,gux,144001,2
gux_059,gux,145801,2
gux_060,gux,147600,2
gux_061,gux,151200,2
gux_062,gux,152999,2
gux_063,gux,154800,2
gux_064,gux,156600,2
gux_065,gux,158400,2
gux_066,gux,162000,2
gux_067,gux,163799,2
gux_068,gux,165600,2
gux_069,gux,167400,2
gux_070,gux,169200,2
gux_071,gux,172799,2
gux_072,gux,174600,2
gux_073,gux,176400,2
gux_074,gux,178200,2
gux_075,gux,180000,2
gux_076,gux,183599,2
gux_077,gux,185400,2
gux_078,gux,187200,2
gux_079,gux,189000,2
gux_080,gux,190801,2
gux_081,gux,194401,2
gux_082,gux,196201,2
gux_083,gux,198001,2
gux_084,gux,199801,2
gux_085,gux,201601,2
gux_086,gux,205201,2
gux_087,gux,207000,2
gux_088,gux,208801,2
gux_089,gux,210601,2
gux_090,gux,212401,2
gux_091,gux,266399,2
gux_092,gux,270000,2
gux_093,gux,271799,2
gux_094,gux,273600,2
gux_095,gux,275400,2
gux_096,gux,277201,2
gux_097,gux,280801,2
gux_098,gux,282603,2
gux_099,gux,284401,2
gux_100,gux,286201,2
gux_101,gux,288001,2
gux_102,gux,291601,2
gux_103,gux,293401,2
gux_104,gux,295200,2
gux_105,gux,297001,2
gux_106,gux,307801,2
gux_107,gux,309602,2
gux_108,gux,313201,2
gux_109,gux,315001,2
gux_110,gux,316801,2
gux_111,gux,318601,2
gux_112,gux,320400,2
gux_113,gux,324000,2
gux_114,gux,325800,2
gux_115,gux,327600,2
gux_116,gux,329400,2
gux_117,gux,331200,2
gux_118,gux,334799,2
gux_119,gux,336600,2
gux_120,gux,338402,2
gux_121,gux,340200,2
gux_122,gux,342000,2
gux_123,gux,345600,2
gux_124,gux,347400,2
gux_125,gux,349200,2
gux_126,gux,351000,2
gux_127,gux,352800,2
gux_128,gux,356400,2
gux_129,gux,358200,2
gux_130,gux,359999,2
gux_131,gux,361800,2
gux_132,gux,363601,2
gux_133,gux,367201,2
gux_134,gux,369001,2
gux_135,gux,370801,2
gux_136,gux,372601,2
gux_137,gux,374401,2
gux_138,gux,378001,2
gux_139,gux,379801,2
gux_140,gux,381601,2
gux_141,gux,383402,2
gux_142,gux,385201,2
gux_143,gux,388801,2
gux_144,gux,390601,2
gux_145,gux,392401,2
gux_146,gux,394201,2
gux_147,gux,396001,2
gux_148,gux,399601,2
gux_149,gux,401401,2
gux_150,gux,403201,2
gux_151,gux,405001,2
gux_152,gux,406800,2
gux_153,gux,410400,2
gux_154,gux,412200,2
gux_155,gux,414000,2
gux_156,gux,415800,2
gux_157,gux,417600,2
gux_158,gux,421200,2
gux_159,gux,422999,2
gux_160,gux,424800,2
gux_161,gux,426600,2
gux_162,gux,428399,2
gux_163,gux,432000,2
gux_164,gux,433800,2
gux_165,gux,435600,2
gux_166,gux,437400,2
gux_167,gux,439200,2
gux_168,gux,442799,2
gux_169,gux,444600,2
gux_170,gux,446400,2
gux_171,gux,448199,2
gux_172,gux,450001,2
gux_173,gux,453601,2
gux_174,gux,455401,2
gux_175,gux,457200,2
gux_176,gux,459001,2
gux_177,gux,460803,2
gux_178,gux,464401,2
gux_179,gux,466201,2
gux_180,gux,468001,2
gux_181,gux,469801,2
gux_182,gux,471602,2
gux_183,gux,475201,2
gux_184,gux,477001,2
gux_185,gux,478803,2
gux_186,gux,480601,2
gux_187,gux,482401,2
gux_188,gux,486002,2
gux_189,gux,487801,2
gux_190,gux,489601,2
gux_191,gux,491401,2
gux_192,gux,493200,2
gux_193,gux,496800,2
gux_194,gux,498600,2
gux_195,gux,500400,2
gux_196,gux,502200,2
gux_197,gux,504000,2
gux_198,gux,507600,2
gux_199,gux,509400,2
gux_200,gux,511199,2
gux_201,gux,513000,2
gux_202,gux,514800,2
gux_203,gux,518401,2
gux_204,gux,520200,2
gux_205,gux,521999,2
gux_206,gux,523800,2
gux_207,gux,525600,2
gux_208,gux,529200,2
gux_209,gux,530999,2
gux_210,gux,532800,2
gux_211,gux,534600,2
gux_212,gux,536401,2
gux_213,gux,540001,2
gux_214,gux,541801,2
gux_215,gux,543601,2
gux_216,gux,545402,2
gux_217,gux,547201,2
gux_218,gux,550801,2
gux_219,gux,552601,2
gux_220,gux,554401,2
gux_221,gux,556201,2
gux_222,gux,558001,2
gux_223,gux,561601,2
gux_224,gux,563401,2
gux_225,gux,565201,2
gux_226,gux,567001,2
gux_227,gux,568801,2
gux_228,gux,572401,2
gux_229,gux,574202,2
gux_230,gux,576001,2
gux_231,gux,577801,2
gux_232,gux,579599,2
gux_233,gux,583202,2
gux_234,gux,584999,2
gux_235,gux,586800,2
gux_236,gux,588600,2
gux_237,gux,590399,2
gux_238,gux,594000,2
gux_239,gux,595800,2
gux_240,gux,597600,2
gux_241,gux,599399,2
gux_242,gux,601200,2
gux_243,gux,604799,2
gux_244,gux,606600,2
gux_245,gux,608400,2
gux_246,gux,610199,2
gux_247,gux,612000,2
gux_248,gux,615600,2
gux_249,gux,617400,2
gux_250,gux,619199,2
gux_251,gux,621000,2
gux_252,gux,622801,2
gux_253,gux,626401,2
